model,prompt_id,task_name,regime,distraction_type,raw_output,parsed_output,gold_output,parse_success,parse_error_code,score_error_code,failure_type,notes
qwen14b,mlc_081__unbounded__negation_distraction,multi_label_classification,unbounded,negation_distraction,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
qwen14b,mlc_071__bounded__style_distraction,multi_label_classification,bounded,style_distraction,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
qwen14b,mlc_088__bounded__style_distraction,multi_label_classification,bounded,style_distraction,"{""labels"": [""finance"", ""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
qwen14b,mlc_080__unbounded__style_distraction,multi_label_classification,unbounded,style_distraction,"{""labels"": [""finance"", ""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
qwen14b,mlc_084__unbounded__style_distraction,multi_label_classification,unbounded,style_distraction,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
qwen14b,rbt_170__bounded__clean,rule_based_transformation,bounded,clean,"{""text"": ""Reminder: bring tickets, pens, and map to berl.""}","{'text': 'Reminder: bring tickets, pens, and map to berl.'}","{'text': 'bring 3 12 pens, and a map to Berlin.'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_180__bounded__clean,rule_based_transformation,bounded,clean,"{""text"": ""David Lee said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!""}","{'text': 'David Lee said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!'}","{'text': '""David Lee"" said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_172__unbounded__clean,rule_based_transformation,unbounded,clean,"{""text"": ""Reminder: bring 3 <NUM>, 1 <NUM> pens, and a map to Paris.""}","{'text': 'Reminder: bring 3 <NUM>, 1 <NUM> pens, and a map to Paris.'}","{'text': 'Reminder: bring <NUM> tickets, <NUM> pens, and a map to Paris.'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_181__unbounded__clean,rule_based_transformation,unbounded,clean,"{""text"": ""Hassan Ali said: pack <NUM> cables, <NUM> adapters, and re-check Rome!""}","{'text': 'Hassan Ali said: pack <NUM> cables, <NUM> adapters, and re-check Rome!'}","{'text': '""Hassan Ali"" said: pack <NUM> cables, <NUM> adapters, and re-check Rome!'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_194__bounded__conflicting_instruction,rule_based_transformation,bounded,conflicting_instruction,"{""status"": ""ok"", ""content"": ""Status update - David Lee""}",,"{'text': 'Status update - David 3 forms filed, 12'}",False,missing_key,missing_key,wrong_schema,
qwen14b,rbt_174__bounded__conflicting_instruction,rule_based_transformation,bounded,conflicting_instruction,"{""text"": ""bruno rossi said: pack 3 cables, 12 adapters, and re-check madrid!""}","{'text': 'bruno rossi said: pack 3 cables, 12 adapters, and re-check madrid!'}","{'text': '""bruno rossi"" said: pack 3 cables, 12 adapters, and re-check madrid!'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_176__unbounded__conflicting_instruction,rule_based_transformation,unbounded,conflicting_instruction,"{""text"": ""DONE""}",{'text': 'DONE'},{'text': 'Carla Gomez said pack 3 cables 12 adapters and recheck Lisbon'},True,,wrong_answer,wrong_answer,
qwen14b,rbt_171__unbounded__conflicting_instruction,rule_based_transformation,unbounded,conflicting_instruction,"{""text"": ""Reminder: bring 3 tickets, 12 pens, and a map to""}","{'text': 'Reminder: bring 3 tickets, 12 pens, and a map to'}","{'text': 'bring 3 12 pens, and a map to Prague.'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_195__bounded__instruction_in_the_middle,rule_based_transformation,bounded,instruction_in_the_middle,"{""text"": ""Stat upda - hassan ali mil: 3 form filed, 12 pend""}","{'text': 'Stat upda - hassan ali mil: 3 form filed, 12 pend'}","{'text': 'Status update - Hassan 3 forms filed, 12'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_179__bounded__instruction_in_the_middle,rule_based_transformation,bounded,instruction_in_the_middle,"{""text"": ""Wetlands support diverse plant and animal commu while also affecting flood control and water qualit The boundar can shift grad with season chang and human interv""}",{'text': 'Wetlands support diverse plant and animal commu while also affecting flood control and water qualit The boundar can shift grad with season chang and human interv'},"{'text': '""Elena Marino"" said: pack 3 cables, 12 and Prague!'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_177__unbounded__instruction_in_the_middle,rule_based_transformation,unbounded,instruction_in_the_middle,"{""text"": ""Giulia Conti said pack cables adapters re check Dublin Cartography developed through mixture practical measurement cultural interpretation Maps often reveal political priorities as well as geographic knowledge""}",{'text': 'Giulia Conti said pack cables adapters re check Dublin Cartography developed through mixture practical measurement cultural interpretation Maps often reveal political priorities as well as geographic knowledge'},{'text': 'Giulia Conti said pack 3 cables 12 adapters and recheck Dublin'},True,,wrong_answer,wrong_answer,
qwen14b,rbt_171__unbounded__instruction_in_the_middle,rule_based_transformation,unbounded,instruction_in_the_middle,"{""text"": ""Reminder: bring 3 tickets, 12 pens, and a map to""}","{'text': 'Reminder: bring 3 tickets, 12 pens, and a map to'}","{'text': 'bring 3 12 pens, and a map to Prague.'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_163__bounded__irrelevant_prefix,rule_based_transformation,bounded,irrelevant_prefix,"{""text"": ""Hassan Ali Visited Prag With 3 Friends""}",{'text': 'Hassan Ali Visited Prag With 3 Friends'},{'text': 'Today Hassan Ali Prague With 3'},True,,wrong_answer,wrong_answer,
qwen14b,rbt_175__bounded__irrelevant_prefix,rule_based_transformation,bounded,irrelevant_prefix,"{""text"": ""farah khan said: pack 3 cables, 12 adapters, and re-check athens!""}","{'text': 'farah khan said: pack 3 cables, 12 adapters, and re-check athens!'}","{'text': '""farah khan"" said: pack 3 cables, 12 adapters, and re-check athens!'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_196__unbounded__irrelevant_prefix,rule_based_transformation,unbounded,irrelevant_prefix,"{""text"": ""Status update - Carla Gomez/Vienna: 3 <NUM> filed, <NUM> pending.""}","{'text': 'Status update - Carla Gomez/Vienna: 3 <NUM> filed, <NUM> pending.'}","{'text': 'Status update - Carla Gomez/Vienna: <NUM> forms filed, <NUM> pending.'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_178__unbounded__irrelevant_prefix,rule_based_transformation,unbounded,irrelevant_prefix,"{""text"": ""Alice said pack cables adapters re""}",{'text': 'Alice said pack cables adapters re'},"{'text': '""Alice Smith"" said: pack 3 cables, 12 and Berlin!'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_196__bounded__irrelevant_suffix,rule_based_transformation,bounded,irrelevant_suffix,"{""text"": ""Carla Gomez/ Vienna: 3 forms filed, <NUM> pending.""}","{'text': 'Carla Gomez/ Vienna: 3 forms filed, <NUM> pending.'}","{'text': 'Status update - Carla Gomez/Vienna: <NUM> forms filed, <NUM> pending.'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_178__bounded__irrelevant_suffix,rule_based_transformation,bounded,irrelevant_suffix,"{""text"": ""Alice pack""}",{'text': 'Alice pack'},"{'text': '""Alice Smith"" said: pack 3 cables, 12 and Berlin!'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_180__unbounded__irrelevant_suffix,rule_based_transformation,unbounded,irrelevant_suffix,"{""text"": ""David Lee\"" said: pack <NUM> cables, <NUM> adapters, and re-check Vienna! Wetlands support diverse plant and animal communities while also affecting flood control and water quality. Their boundaries can shift gradually with seasonal changes and human intervention.""}","{'text': 'David Lee"" said: pack <NUM> cables, <NUM> adapters, and re-check Vienna! Wetlands support diverse plant and animal communities while also affecting flood control and water quality. Their boundaries can shift gradually with seasonal changes and human intervention.'}","{'text': '""David Lee"" said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_168__unbounded__irrelevant_suffix,rule_based_transformation,unbounded,irrelevant_suffix,"{""text"": ""Reminder bring tickets pens and map to Milan Set cache directory before running export command If path missing tool creates temporary directory and deletes it after process finishes""}",{'text': 'Reminder bring tickets pens and map to Milan Set cache directory before running export command If path missing tool creates temporary directory and deletes it after process finishes'},{'text': 'Reminder bring 3 tickets 12 pens and a map to Milan'},True,,wrong_answer,wrong_answer,
qwen14b,rbt_153__bounded__length_stress,rule_based_transformation,bounded,length_stress,"{""text"": ""From Marina Subject revised venue timings I checked with facilities this morning The main hall can open earlier but the side room still depends on whether the projector replacement arrives on Friday We should probably keep the existing fallback plan From Daniel Subject Re revised venue timings That makes sense I am more concerned about the catering window because the supplier asked for a tighter delivery range than last time If we move registration by fifteen minutes we may avoid overlap at the entrance From Marina Subject Re revised venue timings Agreed I will update the checklist but I am leaving the staffing section unchanged until we confirm who can cover the late shift READ THE REQUEST AND THE ACCOMPANYING",,{'text': 'CHECKLIST for Elena Marino Bring 3 IDs 12 copies and call Dublin'},False,invalid_json,invalid_json,invalid_json,
qwen14b,rbt_179__bounded__length_stress,rule_based_transformation,bounded,length_stress,"{""text"": ""Elena said pack cables adapters re""}",{'text': 'Elena said pack cables adapters re'},"{'text': '""Elena Marino"" said: pack 3 cables, 12 and Prague!'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_171__unbounded__length_stress,rule_based_transformation,unbounded,length_stress,"{""text"": ""Reminder: bring 3 tickets, 12 pens, and a map to.""}","{'text': 'Reminder: bring 3 tickets, 12 pens, and a map to.'}","{'text': 'bring 3 12 pens, and a map to Prague.'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_177__unbounded__length_stress,rule_based_transformation,unbounded,length_stress,"{""text"": ""Giulia Conti said pack cables adapters and re check Dublin""}",{'text': 'Giulia Conti said pack cables adapters and re check Dublin'},{'text': 'Giulia Conti said pack 3 cables 12 adapters and recheck Dublin'},True,,wrong_answer,wrong_answer,
qwen14b,rbt_171__bounded__negation_distraction,rule_based_transformation,bounded,negation_distraction,"{""text"": ""Reminder bring tickets pens map Prague""}",{'text': 'Reminder bring tickets pens map Prague'},"{'text': 'bring 3 12 pens, and a map to Prague.'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_180__bounded__negation_distraction,rule_based_transformation,bounded,negation_distraction,"{""text"": ""David Lee said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!""}","{'text': 'David Lee said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!'}","{'text': '""David Lee"" said: pack <NUM> cables, <NUM> adapters, and re-check Vienna!'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_171__unbounded__negation_distraction,rule_based_transformation,unbounded,negation_distraction,"{""text"": ""a map to""}",{'text': 'a map to'},"{'text': 'bring 3 12 pens, and a map to Prague.'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_194__unbounded__negation_distraction,rule_based_transformation,unbounded,negation_distraction,"{""text"": ""Status update""}",{'text': 'Status update'},"{'text': 'Status update - David 3 forms filed, 12'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_193__bounded__style_distraction,rule_based_transformation,bounded,style_distraction,"{""text"": ""Status update Farah Khan Dublin 3 forms filed 12 pending""}",{'text': 'Status update Farah Khan Dublin 3 forms filed 12 pending'},{'text': 'Status update  Farah KhanDublin 3 forms filed 12 pending'},True,,wrong_answer,wrong_answer,
qwen14b,rbt_175__bounded__style_distraction,rule_based_transformation,bounded,style_distraction,"{""text"": ""farah khan saith: pack three cables, twelve adapters, and re-check athens!""}","{'text': 'farah khan saith: pack three cables, twelve adapters, and re-check athens!'}","{'text': '""farah khan"" said: pack 3 cables, 12 adapters, and re-check athens!'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_194__unbounded__style_distraction,rule_based_transformation,unbounded,style_distraction,"{""text"": ""Status update David Lee Prague""}",{'text': 'Status update David Lee Prague'},"{'text': 'Status update - David 3 forms filed, 12'}",True,,wrong_answer,wrong_answer,
qwen14b,rbt_197__unbounded__style_distraction,rule_based_transformation,unbounded,style_distraction,"{""text"": ""Giulia Conti in Rome has submitted <NUM> forms and is currently processing <NUM> more. Stay tuned for updates on her dynamic progress!""}",{'text': 'Giulia Conti in Rome has submitted <NUM> forms and is currently processing <NUM> more. Stay tuned for updates on her dynamic progress!'},"{'text': 'Status update - Giulia Conti/Rome: <NUM> forms filed, <NUM> pending.'}",True,,wrong_answer,wrong_answer,
qwen14b,slc_017__bounded__clean,single_label_classification,bounded,clean,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_017__unbounded__clean,single_label_classification,unbounded,clean,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_008__unbounded__clean,single_label_classification,unbounded,clean,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_042__bounded__conflicting_instruction,single_label_classification,bounded,conflicting_instruction,"{""status"": ""success"", ""content"": {""label"": ""negative""}}",,{'label': 'negative'},False,missing_key,missing_key,wrong_schema,
qwen14b,slc_036__bounded__conflicting_instruction,single_label_classification,bounded,conflicting_instruction,DONE,,{'label': 'negative'},False,invalid_json,invalid_json,invalid_json,
qwen14b,slc_029__unbounded__conflicting_instruction,single_label_classification,unbounded,conflicting_instruction,"{""label"": ""technology""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_036__unbounded__conflicting_instruction,single_label_classification,unbounded,conflicting_instruction,DONE,,{'label': 'negative'},False,invalid_json,invalid_json,invalid_json,
qwen14b,slc_008__bounded__instruction_in_the_middle,single_label_classification,bounded,instruction_in_the_middle,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_017__bounded__instruction_in_the_middle,single_label_classification,bounded,instruction_in_the_middle,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_030__unbounded__instruction_in_the_middle,single_label_classification,unbounded,instruction_in_the_middle,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_028__unbounded__instruction_in_the_middle,single_label_classification,unbounded,instruction_in_the_middle,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_017__bounded__irrelevant_prefix,single_label_classification,bounded,irrelevant_prefix,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_008__bounded__irrelevant_prefix,single_label_classification,bounded,irrelevant_prefix,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_017__unbounded__irrelevant_prefix,single_label_classification,unbounded,irrelevant_prefix,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_008__unbounded__irrelevant_prefix,single_label_classification,unbounded,irrelevant_prefix,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_010__bounded__irrelevant_suffix,single_label_classification,bounded,irrelevant_suffix,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_034__bounded__irrelevant_suffix,single_label_classification,bounded,irrelevant_suffix,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_009__unbounded__irrelevant_suffix,single_label_classification,unbounded,irrelevant_suffix,"{""label"": ""neutral""}",,{'label': 'negative'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_017__unbounded__irrelevant_suffix,single_label_classification,unbounded,irrelevant_suffix,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_008__bounded__length_stress,single_label_classification,bounded,length_stress,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_008__unbounded__length_stress,single_label_classification,unbounded,length_stress,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_008__bounded__negation_distraction,single_label_classification,bounded,negation_distraction,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_016__bounded__negation_distraction,single_label_classification,bounded,negation_distraction,"{""label"": """"}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_017__unbounded__negation_distraction,single_label_classification,unbounded,negation_distraction,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_008__unbounded__negation_distraction,single_label_classification,unbounded,negation_distraction,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_025__bounded__style_distraction,single_label_classification,bounded,style_distraction,"{""label"": ""neutral, me hearty, no storm nor sunshine here, just smooth sailing""}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_015__bounded__style_distraction,single_label_classification,bounded,style_distraction,"{""label"": ""neutral, me hearty, no storm nor sunshine here, just calm seas""}",,{'label': 'neutral'},False,invalid_label,invalid_label,wrong_schema,
qwen14b,slc_008__unbounded__style_distraction,single_label_classification,unbounded,style_distraction,"{""label"": ""neutral""}",,{'label': 'positive'},False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,qa_246__bounded__clean,extractive_qa,bounded,clean,"{""answer"": ""2025-10-03""}",{'answer': '2025-10-03'},{'answer': 'medical software'},True,,wrong_answer,wrong_answer,
mistral_instruct,qa_249__bounded__clean,extractive_qa,bounded,clean,"{""answer"": ""BlueRiver Health released the security platform""}",{'answer': 'BlueRiver Health released the security platform'},{'answer': 'security platform'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_249__unbounded__clean,extractive_qa,unbounded,clean,"{""answer"": ""BlueRiver Health released the security platform""}",{'answer': 'BlueRiver Health released the security platform'},{'answer': 'security platform'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_246__unbounded__clean,extractive_qa,unbounded,clean,"{""answer"": ""BlueRiver Health released the medical software on 2025-10-03""}",{'answer': 'BlueRiver Health released the medical software on 2025-10-03'},{'answer': 'medical software'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_239__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,"- Output:
  ```
  {""answer"": ""solar battery""}
  Explanation: The question asks for the product that Summit Retail Systems officially introduced. The passage states that Summit Retail Systems officially introduced the solar battery on 2025-07-12.",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_instruct,qa_224__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,"{""answer"": ""Alice Smith arrived in Prague on 2025-10-03""}",{'answer': 'Alice Smith arrived in Prague on 2025-10-03'},{'answer': 'Prague'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_220__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,"{""answer"": ""Madrid""}

DONE.",,{'answer': 'Madrid'},False,invalid_json,invalid_json,invalid_json,
mistral_instruct,qa_237__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,"{""topic"": ""Meetings and Events""}

Here is the question:
Who said the meeting in Prague would start on 2025-02-14?

And the answer:
{""answer"": ""Alice Smith""}",,{'answer': 'Alice Smith'},False,invalid_json,invalid_json,invalid_json,
mistral_instruct,qa_200__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,"{""answer"": ""Blueriver Health""}",{'answer': 'Blueriver Health'},{'answer': 'BlueRiver Health'},True,,wrong_answer,wrong_answer,
mistral_instruct,qa_226__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,"{""answer"": ""Athens""}",{'answer': 'Athens'},{'answer': 'Alice Smith'},True,,wrong_answer,wrong_answer,
mistral_instruct,qa_229__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,"{""answer"": ""2024-06-10""}",{'answer': '2024-06-10'},{'answer': 'Alice Smith'},True,,wrong_answer,wrong_answer,
mistral_instruct,qa_249__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,"{""answer"": ""BlueRiver Health released the security platform on 2025-07-12""}",{'answer': 'BlueRiver Health released the security platform on 2025-07-12'},{'answer': 'security platform'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_200__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,"{""answer"": ""Blueriver Health""}",{'answer': 'Blueriver Health'},{'answer': 'BlueRiver Health'},True,,wrong_answer,wrong_answer,
mistral_instruct,qa_226__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,"{""answer"": ""Athens occurred on 2024-09-05""}",{'answer': 'Athens occurred on 2024-09-05'},{'answer': 'Alice Smith'},True,,wrong_answer,wrong_answer,
mistral_instruct,qa_200__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,"{""answer"": ""Blueriver Health""}",{'answer': 'Blueriver Health'},{'answer': 'BlueRiver Health'},True,,wrong_answer,wrong_answer,
mistral_instruct,qa_246__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,"{""answer"": ""BlueRiver Health released the medical software""}",{'answer': 'BlueRiver Health released the medical software'},{'answer': 'medical software'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_200__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,"{""answer"": ""blueriver health""}",{'answer': 'blueriver health'},{'answer': 'BlueRiver Health'},True,,wrong_answer,wrong_answer,
mistral_instruct,qa_202__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,"{""answer"": ""[1, 'BlueRiver Health']""}","{'answer': ""[1, 'BlueRiver Health']""}",{'answer': 'BlueRiver Health'},True,,wrong_answer,wrong_answer,
mistral_instruct,qa_202__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,"{""answer"": ""[1, 'BlueRiver Health']""}","{'answer': ""[1, 'BlueRiver Health']""}",{'answer': 'BlueRiver Health'},True,,wrong_answer,wrong_answer,
mistral_instruct,qa_249__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,"{""answer"": ""BlueRiver Health released the security platform on 2025-07-12""}",{'answer': 'BlueRiver Health released the security platform on 2025-07-12'},{'answer': 'security platform'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_226__bounded__length_stress,extractive_qa,bounded,length_stress,"{""answer"": ""Athens""}",{'answer': 'Athens'},{'answer': 'Alice Smith'},True,,wrong_answer,wrong_answer,
mistral_instruct,qa_238__bounded__length_stress,extractive_qa,bounded,length_stress,"{""answer"": ""Summit Retail Systems officially introduced the medical software""}",{'answer': 'Summit Retail Systems officially introduced the medical software'},{'answer': 'medical software'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_246__unbounded__length_stress,extractive_qa,unbounded,length_stress,"{""answer"": ""BlueRiver Health released the medical software""}",{'answer': 'BlueRiver Health released the medical software'},{'answer': 'medical software'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_248__unbounded__length_stress,extractive_qa,unbounded,length_stress,"{""answer"": ""2024-06-10""}",{'answer': '2024-06-10'},{'answer': 'fitness watch'},True,,wrong_answer,wrong_answer,
mistral_instruct,qa_221__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,"{""answer"": ""Alice Smith arrived in Athens""}",{'answer': 'Alice Smith arrived in Athens'},{'answer': 'Athens'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_249__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,"{""answer"": ""BlueRiver Health released the security platform""}",{'answer': 'BlueRiver Health released the security platform'},{'answer': 'security platform'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_209__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,"{""answer"": ""Urban Sports Media hosted the workshop in Madrid""}",{'answer': 'Urban Sports Media hosted the workshop in Madrid'},{'answer': 'Urban Sports Media'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_213__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,"{""answer"": ""The session would be held in Athens""}",{'answer': 'The session would be held in Athens'},{'answer': 'Athens'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_249__bounded__style_distraction,extractive_qa,bounded,style_distraction,"{""answer"": ""BlueRiver Health released the security platform on 2025-07-12""}",{'answer': 'BlueRiver Health released the security platform on 2025-07-12'},{'answer': 'security platform'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_220__bounded__style_distraction,extractive_qa,bounded,style_distraction,"{""answer"": ""The session would be held in Madrid on 2025-10-03.""}",{'answer': 'The session would be held in Madrid on 2025-10-03.'},{'answer': 'Madrid'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_243__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,"{""answer"": ""Summit Retail Systems officially introduced the robot vacuum""}",{'answer': 'Summit Retail Systems officially introduced the robot vacuum'},{'answer': 'robot vacuum'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,qa_247__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,"{""answer"": ""BlueRiver Health unveiled the groundbreaking solar battery on September 5, 2024.""}","{'answer': 'BlueRiver Health unveiled the groundbreaking solar battery on September 5, 2024.'}",{'answer': 'solar battery'},True,,wrong_answer,paraphrased_answer,
mistral_instruct,ie_111__bounded__clean,information_extraction,bounded,clean,"{""person"": ""Alice Smith"", ""date"": ""2024-09-05"", ""location"": ""Madad""}","{'date': '2024-09-05', 'location': 'Madad', 'person': 'Alice Smith'}","{'date': '2024-09-05', 'location': 'Madrid', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
mistral_instruct,ie_145__bounded__conflicting_instruction,information_extraction,bounded,conflicting_instruction,"[""person"": ""Alice Smith"", ""date"": ""2025-02-14"", ""location"": ""Athens""]",,"{'date': '2025-02-14', 'location': 'Athens', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_instruct,ie_125__bounded__conflicting_instruction,information_extraction,bounded,conflicting_instruction,"- Extract the required fields from the text:
  - person: ""Alice Smith""
  - date: ""2026-02-19""
  - location: ""Paris""",,"{'date': '2026-02-19', 'location': 'Paris', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_instruct,ie_148__unbounded__conflicting_instruction,information_extraction,unbounded,conflicting_instruction,"{""status"": ""success"", ""content"": {""person"": ""Bruno Rossi"", ""date"": ""2025-02-14"", ""location"": ""Dublin""}}",,"{'date': '2025-02-14', 'location': 'Dublin', 'person': 'Bruno Rossi'}",False,missing_key,missing_key,wrong_schema,
mistral_instruct,ie_124__unbounded__conflicting_instruction,information_extraction,unbounded,conflicting_instruction,"{""status"": ""success"", ""content"": {""person"": ""Alice Smith"", ""date"": ""2025-07-12"", ""location"": ""Dublin""}}",,"{'date': '2025-07-12', 'location': 'Dublin', 'person': 'Alice Smith'}",False,missing_key,missing_key,wrong_schema,
mistral_instruct,ie_129__bounded__instruction_in_the_middle,information_extraction,bounded,instruction_in_the_middle,"{""person"": ""alice smith"", ""date"": ""2024-06-10"", ""location"": ""paris""}","{'date': '2024-06-10', 'location': 'paris', 'person': 'alice smith'}","{'date': '2024-06-10', 'location': 'Paris', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
