model,prompt_id,task_name,regime,distraction_type,distraction_subtype,gold_short,pred_short,qa_gold_normalized,qa_pred_normalized,raw_output_short
qwen14b,qa_241__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,conflicting_output_mode,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
qwen14b,qa_241__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,dramatic_narrative,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
qwen14b,qa_241__unbounded__length_stress,extractive_qa,unbounded,length_stress,report_fragment,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
qwen14b,qa_242__bounded__clean,extractive_qa,bounded,clean,,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
qwen14b,qa_242__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
qwen14b,qa_242__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
qwen14b,qa_242__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
qwen14b,qa_242__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,conflicting_summary_request,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
qwen14b,qa_242__bounded__style_distraction,extractive_qa,bounded,style_distraction,helpdesk_friendly,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
qwen14b,qa_242__unbounded__clean,extractive_qa,unbounded,clean,,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
qwen14b,qa_242__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
qwen14b,qa_242__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
qwen14b,qa_242__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
qwen14b,qa_242__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,helpdesk_friendly,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
qwen14b,qa_242__unbounded__length_stress,extractive_qa,unbounded,length_stress,academic_prose_long,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
qwen14b,qa_243__bounded__clean,extractive_qa,bounded,clean,,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
qwen14b,qa_243__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
qwen14b,qa_243__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
qwen14b,qa_243__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
qwen14b,qa_243__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,conflicting_summary_request,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
qwen14b,qa_243__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,softened_counterinstruction,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
qwen14b,qa_243__bounded__style_distraction,extractive_qa,bounded,style_distraction,academic_explanatory,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
qwen14b,qa_243__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
qwen14b,qa_243__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,conflicting_summary_request,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
qwen14b,qa_243__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,academic_explanatory,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
qwen14b,qa_244__bounded__clean,extractive_qa,bounded,clean,,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_244__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_244__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_244__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_244__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,direct_negation,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_244__bounded__style_distraction,extractive_qa,bounded,style_distraction,legalistic,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_244__bounded__length_stress,extractive_qa,bounded,length_stress,academic_prose_long,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_244__unbounded__clean,extractive_qa,unbounded,clean,,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_244__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_244__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_244__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,direct_negation,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_244__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,legalistic,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_244__unbounded__length_stress,extractive_qa,unbounded,length_stress,academic_prose_long,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
qwen14b,qa_245__bounded__clean,extractive_qa,bounded,clean,,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,late_override_note,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,paraphrastic_negation,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__bounded__length_stress,extractive_qa,bounded,length_stress,documentation_long,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__unbounded__clean,extractive_qa,unbounded,clean,,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,late_override_note,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,paraphrastic_negation,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_245__unbounded__length_stress,extractive_qa,unbounded,length_stress,documentation_long,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
qwen14b,qa_246__bounded__clean,extractive_qa,bounded,clean,,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
qwen14b,qa_246__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
qwen14b,qa_246__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
qwen14b,qa_246__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
qwen14b,qa_246__bounded__style_distraction,extractive_qa,bounded,style_distraction,elizabethan,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
qwen14b,qa_246__bounded__length_stress,extractive_qa,bounded,length_stress,documentation_long,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
qwen14b,qa_246__unbounded__clean,extractive_qa,unbounded,clean,,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
qwen14b,qa_246__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
qwen14b,qa_246__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
qwen14b,qa_246__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
qwen14b,qa_246__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,elizabethan,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
qwen14b,qa_246__unbounded__length_stress,extractive_qa,unbounded,length_stress,documentation_long,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
qwen14b,qa_247__bounded__clean,extractive_qa,bounded,clean,,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_247__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_247__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_247__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_247__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,conflicting_json_request,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_247__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,softened_counterinstruction,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_247__bounded__length_stress,extractive_qa,bounded,length_stress,documentation_long,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_247__unbounded__clean,extractive_qa,unbounded,clean,,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_247__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_247__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_247__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_247__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,softened_counterinstruction,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_247__unbounded__length_stress,extractive_qa,unbounded,length_stress,documentation_long,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
qwen14b,qa_248__bounded__clean,extractive_qa,bounded,clean,,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
qwen14b,qa_248__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,direct_negation,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
qwen14b,qa_248__bounded__length_stress,extractive_qa,bounded,length_stress,email_thread_fragment,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
qwen14b,qa_249__bounded__clean,extractive_qa,bounded,clean,,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
qwen14b,qa_249__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
qwen14b,qa_249__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
qwen14b,qa_249__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
qwen14b,qa_249__bounded__style_distraction,extractive_qa,bounded,style_distraction,motivational,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
qwen14b,qa_249__unbounded__clean,extractive_qa,unbounded,clean,,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
qwen14b,qa_249__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
qwen14b,qa_249__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
qwen14b,qa_249__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,motivational,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
mistral_instruct,qa_200__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,BlueRiver Health,Blueriver Health,blueriver health,blueriver health,"{""answer"": ""Blueriver Health""}"
mistral_instruct,qa_200__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,BlueRiver Health,blueriver health,blueriver health,blueriver health,"{""answer"": ""blueriver health""}"
mistral_instruct,qa_200__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,BlueRiver Health,Blueriver Health,blueriver health,blueriver health,"{""answer"": ""Blueriver Health""}"
mistral_instruct,qa_200__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,BlueRiver Health,Blueriver Health,blueriver health,blueriver health,"{""answer"": ""Blueriver Health""}"
mistral_instruct,qa_200__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,BlueRiver Health,blueriver health,blueriver health,blueriver health,"{""answer"": ""blueriver health""}"
mistral_instruct,qa_200__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,BlueRiver Health,Blueriver Health,blueriver health,blueriver health,"{""answer"": ""Blueriver Health""}"
mistral_instruct,qa_245__bounded__clean,extractive_qa,bounded,clean,,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
mistral_instruct,qa_245__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_238__bounded__clean,extractive_qa,bounded,clean,,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_238__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_238__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_238__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_238__bounded__style_distraction,extractive_qa,bounded,style_distraction,social_post,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_238__bounded__length_stress,extractive_qa,bounded,length_stress,procedural_manual,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_238__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_238__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_238__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,social_post,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_238__unbounded__length_stress,extractive_qa,unbounded,length_stress,procedural_manual,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_239__bounded__clean,extractive_qa,bounded,clean,,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_239__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_239__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,conflicting_format_override,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_239__bounded__style_distraction,extractive_qa,bounded,style_distraction,motivational,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_239__bounded__length_stress,extractive_qa,bounded,length_stress,report_fragment,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_239__unbounded__clean,extractive_qa,unbounded,clean,,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_239__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_239__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_239__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_239__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,conflicting_format_override,solar battery,a solar battery,solar battery,solar battery,"{""answer"": ""a solar battery""}"
llama,qa_239__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,softened_counterinstruction,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_239__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,motivational,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_239__unbounded__length_stress,extractive_qa,unbounded,length_stress,report_fragment,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_240__bounded__style_distraction,extractive_qa,bounded,style_distraction,formal_ceremonial,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_240__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,formal_ceremonial,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_240__unbounded__length_stress,extractive_qa,unbounded,length_stress,report_fragment,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_241__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_241__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_241__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_241__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,conflicting_output_mode,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_241__bounded__style_distraction,extractive_qa,bounded,style_distraction,dramatic_narrative,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_241__unbounded__clean,extractive_qa,unbounded,clean,,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_241__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_241__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_241__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,conflicting_output_mode,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_241__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,paraphrastic_negation,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_241__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,dramatic_narrative,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_241__unbounded__length_stress,extractive_qa,unbounded,length_stress,report_fragment,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_242__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
llama,qa_242__bounded__style_distraction,extractive_qa,bounded,style_distraction,helpdesk_friendly,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
llama,qa_242__bounded__length_stress,extractive_qa,bounded,length_stress,academic_prose_long,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
llama,qa_242__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
llama,qa_242__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
llama,qa_242__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,helpdesk_friendly,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
llama,qa_242__unbounded__length_stress,extractive_qa,unbounded,length_stress,academic_prose_long,analytics dashboard,the analytics dashboard,analytics dashboard,analytics dashboard,"{""answer"": ""the analytics dashboard""}"
llama,qa_243__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
llama,qa_243__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,conflicting_summary_request,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
llama,qa_243__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,academic_explanatory,robot vacuum,the robot vacuum,robot vacuum,robot vacuum,"{""answer"": ""the robot vacuum""}"
llama,qa_244__bounded__clean,extractive_qa,bounded,clean,,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,late_override_note,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,direct_negation,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__bounded__style_distraction,extractive_qa,bounded,style_distraction,legalistic,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__bounded__length_stress,extractive_qa,bounded,length_stress,academic_prose_long,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__unbounded__clean,extractive_qa,unbounded,clean,,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
